DATE	GE	NEP	FAN	ENPH	FSLR	FTEK	RUN	PZD	FCEL	TSLA
27/04/2018	13.43	38.16	13.17	4.26	77.95	1.33	9.25	42.07	23.04	58.82
30/04/2018	13.15	37.34	13.18	4.15	70.91	1.28	9.22	41.80	22.32	58.78
01/05/2018	13.13	37.62	13.14	4.06	67.51	1.27	9.08	41.63	23.04	59.98
02/05/2018	13.25	37.48	13.18	4.63	68.02	1.34	9.06	42.09	22.92	60.23
03/05/2018	13.01	38.29	13.23	4.50	65.98	1.35	8.89	41.81	22.80	56.89
04/05/2018	13.17	39.05	13.25	4.30	66.37	1.33	8.98	42.38	23.40	58.82
07/05/2018	13.15	39.03	13.25	4.59	67.15	1.35	9.33	42.72	23.52	60.55
08/05/2018	13.33	39.11	13.05	4.49	67.26	1.39	9.43	42.75	22.80	60.39
09/05/2018	13.66	39.39	13.06	4.68	69.43	1.38	9.83	42.96	23.16	61.37
10/05/2018	13.72	40.49	13.22	5.21	73.01	1.28	11.50	43.64	23.28	61.00
11/05/2018	13.64	40.06	13.16	5.09	72.78	1.23	10.69	43.66	23.40	60.21
14/05/2018	13.74	39.04	13.19	5.18	73.54	1.19	10.89	43.53	23.04	58.39
15/05/2018	13.74	38.72	13.18	5.30	73.44	1.20	10.85	43.37	21.84	56.84
16/05/2018	14.04	39.01	13.12	5.60	72.77	1.17	10.64	43.68	22.80	57.30
17/05/2018	14.04	38.77	13.17	5.53	71.39	1.19	10.86	43.94	22.68	56.91
18/05/2018	13.99	39.15	13.19	5.34	70.00	1.20	10.98	43.80	22.68	55.36
21/05/2018	14.26	39.36	13.26	5.50	70.92	1.20	10.91	44.13	22.68	56.90
22/05/2018	14.29	39.18	13.23	5.54	69.99	1.19	10.88	44.03	23.04	55.00
23/05/2018	13.25	39.51	13.19	5.65	68.42	1.17	10.89	43.67	22.80	55.81
24/05/2018	13.64	39.68	13.01	5.80	68.37	1.15	11.01	43.58	22.56	55.57
25/05/2018	13.67	39.87	12.73	5.61	68.25	1.15	10.91	43.35	22.32	55.77
29/05/2018	13.25	40.09	12.49	5.85	69.21	1.13	11.00	42.69	21.96	56.75
30/05/2018	13.24	40.82	12.71	6.23	69.04	1.13	11.50	43.23	22.32	58.34
31/05/2018	13.15	40.68	12.76	5.73	67.61	1.15	12.10	43.05	22.44	56.95
01/06/2018	13.17	39.86	12.75	5.78	65.93	1.15	12.27	43.39	23.16	58.36
04/06/2018	12.81	39.74	12.66	5.79	61.74	1.09	12.32	43.50	23.28	59.35
05/06/2018	12.89	39.93	12.66	5.62	58.24	1.16	12.82	43.71	23.04	58.23
06/06/2018	12.74	39.67	12.68	5.30	55.53	1.11	12.57	44.03	23.04	63.90
07/06/2018	12.87	39.25	12.56	5.32	53.28	1.14	12.28	43.54	20.88	63.22
08/06/2018	13.01	39.84	12.48	5.03	52.67	1.12	12.69	43.52	21.00	63.53
11/06/2018	13.06	39.49	12.53	4.62	51.82	1.14	12.64	43.74	21.12	66.42
12/06/2018	13.06	39.82	12.53	4.50	53.85	1.16	13.49	43.43	21.96	68.55
13/06/2018	12.98	39.09	12.52	5.98	52.69	1.16	13.98	43.55	21.96	68.96
14/06/2018	12.74	39.42	12.46	6.44	53.71	1.15	14.18	43.62	21.24	71.54
15/06/2018	12.54	39.31	12.45	5.69	51.06	1.10	13.63	43.39	20.16	71.63
18/06/2018	12.44	40.12	12.36	6.10	51.83	1.15	13.82	43.06	19.92	74.17
19/06/2018	12.21	41.12	12.26	6.20	52.23	1.10	13.78	42.76	20.04	70.51
20/06/2018	12.14	40.72	12.28	6.16	51.67	1.12	13.86	43.01	19.92	72.44
21/06/2018	12.03	40.70	12.14	6.22	52.31	1.10	13.69	42.32	16.44	69.50
22/06/2018	12.30	41.09	12.24	6.62	52.65	1.11	13.87	42.36	17.40	66.73
25/06/2018	12.02	42.08	12.10	6.98	52.64	1.07	13.45	41.60	16.68	66.60
26/06/2018	12.95	42.02	11.99	7.30	51.91	1.07	13.50	41.60	16.44	68.40
27/06/2018	13.16	42.24	11.87	6.81	50.98	1.00	13.10	41.51	15.84	68.90
28/06/2018	13.04	41.07	11.85	6.95	52.13	1.04	13.05	41.45	16.08	69.99
29/06/2018	12.83	42.23	12.05	6.73	52.66	1.08	13.15	41.71	15.84	68.59
02/07/2018	12.60	42.03	11.94	7.14	53.05	1.04	14.17	41.35	16.08	67.01
03/07/2018	12.60	42.69	12.07	7.03	52.36	0.99	14.18	41.48	16.20	62.17
05/07/2018	12.66	42.41	12.08	7.01	53.30	1.03	14.99	41.78	16.92	61.83
06/07/2018	13.05	42.63	12.25	7.03	54.53	0.98	15.49	42.32	16.80	61.78
09/07/2018	13.15	42.17	12.38	7.40	54.83	0.97	15.95	42.56	16.80	63.70
10/07/2018	13.36	42.29	12.33	7.48	55.22	0.98	15.79	42.69	16.20	64.49
11/07/2018	13.19	42.30	12.20	7.04	54.72	1.00	15.96	42.18	15.96	63.79
12/07/2018	13.19	42.03	12.28	7.02	54.70	1.04	15.96	42.37	16.08	63.34
13/07/2018	13.09	41.62	12.30	7.04	54.06	1.00	15.75	42.66	15.96	63.77
16/07/2018	13.10	41.39	12.30	6.73	54.01	0.98	15.94	42.21	15.84	62.02
17/07/2018	12.90	41.30	12.34	6.63	53.75	0.99	15.17	42.44	15.96	64.54
18/07/2018	12.96	41.32	12.32	6.69	54.00	1.00	15.16	42.49	17.40	64.77
19/07/2018	12.94	41.36	12.27	7.02	53.88	1.00	15.45	42.90	17.16	64.05
20/07/2018	12.37	40.96	12.39	6.76	53.48	0.97	14.38	42.73	16.92	62.72
23/07/2018	12.24	40.97	12.40	6.72	52.62	1.00	14.54	42.49	16.44	60.64
24/07/2018	12.37	40.85	12.33	6.62	53.05	0.98	14.74	42.58	16.20	59.49
25/07/2018	12.36	40.96	12.44	6.48	54.04	1.01	15.11	43.02	16.44	61.75
26/07/2018	12.39	42.42	12.40	6.18	53.67	1.01	15.23	43.27	16.08	61.33
27/07/2018	12.31	42.46	12.40	5.59	51.65	1.00	14.61	42.95	15.60	59.44
30/07/2018	12.40	42.36	12.42	5.68	51.57	1.04	13.85	42.83	15.24	58.03
31/07/2018	12.85	42.59	12.54	5.95	52.35	0.98	14.14	43.12	15.60	59.63
01/08/2018	12.48	42.44	12.41	5.59	53.38	0.99	14.32	42.70	15.96	60.17
02/08/2018	12.41	42.75	12.32	5.70	53.59	1.00	14.77	42.94	15.48	69.91
03/08/2018	12.39	43.04	12.30	5.36	52.84	0.97	13.84	42.85	15.00	69.63
06/08/2018	12.35	43.81	12.15	5.76	53.57	0.99	13.91	42.65	14.52	68.40
07/08/2018	12.40	42.93	12.19	5.87	53.60	0.99	14.02	42.88	13.92	75.91
08/08/2018	12.30	42.84	12.22	5.75	54.46	1.03	14.29	42.80	12.96	74.07
09/08/2018	12.20	43.36	12.23	5.68	54.45	1.03	14.34	42.81	14.40	70.49
10/08/2018	12.04	43.10	11.97	5.71	52.79	1.03	13.29	42.28	14.16	71.10
13/08/2018	11.73	43.09	11.92	5.37	52.47	1.03	13.21	42.10	13.20	71.28
14/08/2018	11.64	43.64	11.87	5.05	52.01	1.03	13.16	42.12	12.84	69.53
15/08/2018	11.52	43.49	11.73	4.89	50.70	1.00	13.26	41.44	12.36	67.74
16/08/2018	11.59	43.49	11.72	4.98	50.86	0.98	13.39	41.77	13.68	67.09
17/08/2018	11.59	44.23	11.87	4.77	51.00	1.01	12.97	42.07	14.04	61.10
20/08/2018	11.59	45.43	11.95	4.97	52.32	1.02	13.88	42.46	13.44	61.69
21/08/2018	11.90	45.71	12.16	4.91	52.93	0.98	13.98	43.00	13.32	64.38
22/08/2018	11.75	44.53	12.12	4.94	52.55	1.04	14.32	43.00	13.56	64.33
23/08/2018	11.82	43.84	12.03	4.90	51.57	1.02	13.57	42.89	13.68	64.02
24/08/2018	11.78	44.53	12.16	4.91	52.08	1.12	14.16	43.56	13.80	64.56
27/08/2018	12.04	44.17	12.31	4.79	52.61	1.11	13.97	44.00	12.96	63.85
28/08/2018	12.03	43.14	12.35	5.01	51.94	1.12	13.39	44.06	12.84	62.37
29/08/2018	12.23	43.28	12.35	5.21	53.07	1.15	13.52	44.13	12.96	61.00
30/08/2018	12.04	44.21	12.22	4.71	52.16	1.17	13.10	44.02	13.44	60.63
31/08/2018	12.20	44.30	12.15	4.89	52.08	1.18	13.12	43.93	14.04	60.33
04/09/2018	11.94	44.19	12.08	4.89	51.31	1.17	12.78	43.42	13.68	57.79
05/09/2018	11.84	44.53	12.01	4.61	51.26	1.16	12.64	43.35	14.40	56.15
06/09/2018	11.79	44.60	12.00	4.43	50.15	1.12	12.33	43.40	13.80	56.19
07/09/2018	11.69	43.69	11.89	4.45	48.51	1.16	12.26	42.84	13.44	52.65
10/09/2018	11.79	44.11	12.00	4.42	48.16	1.23	11.95	43.40	12.72	57.10
11/09/2018	11.62	43.75	11.95	4.47	48.45	1.28	12.70	43.23	12.72	55.89
12/09/2018	11.89	45.23	11.96	4.41	48.90	1.27	13.10	43.27	12.96	58.11
13/09/2018	11.98	45.26	11.91	4.10	48.41	1.30	13.09	43.38	13.08	57.89
14/09/2018	12.07	44.34	11.87	4.03	48.21	1.34	13.13	43.79	12.72	59.04
17/09/2018	12.08	44.34	11.92	3.89	47.75	1.40	12.56	43.26	12.60	58.97
18/09/2018	12.05	43.73	11.99	4.36	49.55	1.42	12.89	43.23	12.84	56.99
19/09/2018	12.24	43.64	12.00	4.23	49.60	1.41	12.75	43.24	12.84	59.80
20/09/2018	11.86	44.17	12.03	4.42	50.29	1.30	12.84	43.69	13.32	59.67
21/09/2018	11.58	44.43	12.07	4.40	49.98	1.35	12.50	43.84	12.96	59.82
24/09/2018	11.17	43.72	12.02	4.21	50.23	1.33	12.51	43.34	12.84	59.94
25/09/2018	10.72	43.67	11.93	4.62	49.65	1.30	12.52	43.24	13.56	60.20
26/09/2018	10.84	43.46	11.93	4.54	48.55	1.30	12.46	42.93	13.20	61.92
27/09/2018	10.97	43.97	11.94	4.94	48.52	1.28	12.07	42.73	13.08	61.50
28/09/2018	10.74	44.30	11.91	4.85	48.42	1.30	12.44	43.12	12.84	52.95
01/10/2018	11.50	43.82	11.81	4.96	48.98	1.30	12.24	42.55	13.20	62.14
02/10/2018	11.72	44.30	11.71	4.99	49.23	1.34	13.54	42.31	12.72	60.20
03/10/2018	11.88	44.22	11.72	4.93	48.30	1.34	12.85	42.49	13.08	58.96
04/10/2018	12.05	42.74	11.57	4.64	47.65	1.32	12.59	41.70	12.84	56.37
05/10/2018	12.54	42.85	11.44	4.51	46.97	1.35	12.48	41.31	12.48	52.39
08/10/2018	12.95	42.85	11.35	4.63	47.27	1.30	11.99	40.78	12.36	50.11
09/10/2018	12.89	42.12	11.32	4.54	47.13	1.32	12.12	40.49	12.48	52.56
10/10/2018	12.64	41.22	11.07	4.33	46.36	1.28	11.19	38.64	11.88	51.38
11/10/2018	12.10	41.12	10.96	4.50	45.37	1.23	11.38	38.53	11.52	50.45
12/10/2018	11.72	42.18	10.91	4.60	45.53	1.28	12.22	38.47	11.52	51.76
15/10/2018	11.56	42.23	10.98	4.94	46.12	1.21	12.41	38.79	12.00	51.92
16/10/2018	11.51	42.56	11.16	4.89	47.61	1.22	13.16	39.86	11.88	55.32
17/10/2018	11.60	42.23	11.14	4.92	47.22	1.27	13.05	39.59	11.88	54.36
18/10/2018	11.78	42.62	11.01	4.87	46.71	1.23	12.72	38.86	11.64	52.78
19/10/2018	11.95	43.03	11.07	4.74	46.59	1.23	12.73	38.61	11.40	52.00
22/10/2018	11.78	43.14	11.07	4.70	45.35	1.17	12.79	38.69	10.56	52.19
23/10/2018	12.08	42.12	10.97	4.51	44.19	1.17	12.38	38.13	9.96	58.83
24/10/2018	11.58	42.00	10.82	4.26	42.43	1.15	11.75	36.91	9.48	57.70
25/10/2018	11.23	40.59	10.86	4.40	43.52	1.16	11.86	37.35	10.44	62.97
26/10/2018	10.75	39.01	10.76	4.19	39.38	1.15	11.44	37.28	10.20	66.18
29/10/2018	10.62	39.33	10.66	4.15	36.92	1.25	11.50	37.33	10.08	66.97
30/10/2018	9.69	40.85	10.65	4.24	39.78	1.23	11.96	37.75	10.56	65.98
31/10/2018	9.61	41.58	10.75	4.54	41.80	1.20	12.26	38.58	10.20	67.46
01/11/2018	9.12	42.01	11.07	4.91	41.46	1.25	12.60	39.39	10.68	68.86
02/11/2018	8.84	42.24	11.05	5.15	43.00	1.23	13.12	39.52	10.44	69.28
05/11/2018	8.83	42.38	11.02	5.39	43.93	1.25	12.66	39.44	10.80	68.28
06/11/2018	8.96	42.43	11.30	5.15	42.83	1.31	12.97	39.86	11.04	68.21
07/11/2018	8.75	44.20	11.68	5.64	44.17	1.45	13.19	40.74	11.28	69.63
08/11/2018	8.66	44.06	11.59	5.81	42.67	1.48	12.59	40.84	10.92	70.28
09/11/2018	8.16	44.04	11.54	5.56	42.22	1.49	12.30	40.11	10.56	70.10
12/11/2018	7.60	44.03	11.45	5.43	42.71	1.46	12.44	39.56	10.44	66.26
13/11/2018	8.19	43.08	11.43	5.44	42.45	1.35	12.13	39.39	10.44	67.75
14/11/2018	7.92	41.06	11.39	5.40	42.54	1.30	12.59	39.31	10.56	68.80
15/11/2018	7.77	40.62	11.41	5.54	44.08	1.28	13.12	39.93	10.56	69.69
16/11/2018	7.63	43.75	11.46	5.45	44.37	1.26	13.07	39.83	10.20	70.86
19/11/2018	7.46	43.02	11.33	5.29	43.94	1.28	12.79	39.35	9.96	70.69
20/11/2018	7.28	42.59	11.18	4.92	42.05	1.25	11.80	38.34	8.52	69.50
21/11/2018	7.43	43.49	11.31	5.08	42.60	1.21	12.29	39.16	9.24	67.64
23/11/2018	7.20	43.08	11.30	5.21	43.34	1.20	12.42	38.97	9.24	65.17
26/11/2018	7.21	43.16	11.44	5.30	43.43	1.22	13.03	39.47	8.40	69.20
27/11/2018	7.08	43.28	11.50	5.32	44.87	1.19	14.11	39.29	8.04	68.78
